0.050940,0.490552,-0.199170
-0.057292,0.511621,-0.176654
-0.133948,0.513625,-0.148633
-0.151601,0.524701,-0.123294
-0.189086,0.335221,-0.125227
-0.162158,0.512044,-0.145127
-0.128338,0.504633,-0.170750
-0.053047,0.463867,-0.242764
-0.031644,0.420676,-0.297163
-0.032461,0.392899,-0.327080
-0.001986,0.362421,-0.359592
-0.003801,0.323501,-0.387630
0.094673,0.260267,-0.428847
0.159163,0.163831,-0.475316
0.199141,0.040572,-0.513604
0.266092,-0.123699,-0.521250
0.291141,-0.277687,-0.488165
0.283158,-0.262227,-0.293049
0.291141,-0.277687,-0.488165
0.291141,-0.277687,-0.488165
0.110011,-0.562528,-0.282138
0.087793,-0.561799,-0.282655
0.055623,-0.565488,-0.289801
0.028457,-0.563637,-0.278104
0.024156,-0.326287,-0.235355
0.091995,-0.582378,-0.217840
0.138467,-0.579505,-0.196619
0.119057,-0.582528,-0.189531
0.039548,-0.589861,-0.155449
-0.045944,-0.580523,-0.018920
-0.082562,-0.549058,0.096288
-0.094200,-0.522724,0.138488
-0.171331,-0.500982,0.165308
-0.171331,-0.500982,0.165308
-0.323798,-0.246203,0.388525
-0.342640,-0.153390,0.445134
-0.309759,0.000256,0.524362
-0.209029,0.125889,0.364751
-0.115574,0.242813,0.599261
0.003787,0.299549,0.599331
0.054039,0.317873,0.584332
0.113700,0.323032,0.568049
0.220554,0.307085,0.537978
0.299807,0.277832,0.506548
0.430609,0.153501,0.417226
0.468837,0.153561,0.385352
0.509497,0.096558,0.343907
0.532009,0.042178,0.309920
0.547561,-0.061763,0.272549
0.525171,-0.162721,0.256631
0.491221,-0.238630,0.248255
0.239396,-0.294045,0.260781
0.410977,-0.326797,0.261832
0.400808,-0.334749,0.264257
0.478802,-0.259725,0.244479
0.524579,-0.200160,0.229988
0.554515,-0.128891,0.231516
0.574697,0.007420,0.155085
0.521861,0.210188,0.299948
0.421324,0.360334,0.347587
0.346790,0.414129,0.387295
0.309729,0.419543,0.422188
0.286203,0.413581,0.462434
0.278518,0.394598,0.487894
0.283346,0.270976,0.478695
0.236488,0.340372,0.554488
0.251620,0.324770,0.560807
0.268508,0.312541,0.556678
0.306681,0.291980,0.545896
0.348264,0.267819,0.526759
0.364001,0.248412,0.520815
0.185046,0.239671,0.528947
0.391022,0.204485,0.514023
0.389933,0.186644,0.520732
0.389933,0.186644,0.520732
0.446282,0.098463,0.485778
0.467126,0.084213,0.457439
0.494313,0.064268,0.267802
0.517554,0.060975,0.399519
0.556271,0.033905,0.341719
0.575404,0.030691,0.308928
0.579741,0.042611,0.300346
0.593038,0.048644,0.256467
0.628952,0.076341,0.064522
0.586420,0.128535,-0.073771
0.485598,0.308596,-0.124961
0.459137,0.320943,-0.141764
0.419800,0.352799,-0.150056
0.325452,0.423937,-0.150939
0.223193,0.487072,-0.130869
0.142174,0.527466,-0.102552
-0.004769,0.550578,-0.089198
-0.022759,0.545734,-0.104889
-0.062956,0.531446,-0.124499
-0.098312,0.512289,-0.149948
-0.169405,0.470760,-0.187774
-0.250229,0.444521,-0.178956
-0.332276,0.401064,-0.082730
-0.364577,0.369404,-0.176552
-0.347095,0.379928,-0.179039
-0.312788,0.390205,-0.195410
-0.209806,0.413012,-0.238468
-0.122421,0.388700,-0.293741
-0.054773,0.359363,-0.331427
0.045949,0.203195,-0.378183
0.292423,0.169139,-0.402383
0.432676,0.026489,-0.372403
0.500642,-0.160464,-0.307303
0.482708,-0.253502,-0.292222
0.440815,-0.289912,-0.324025
0.373265,-0.369560,-0.340831
0.160088,-0.447465,-0.327280
0.218713,-0.516748,-0.263895
0.142150,-0.560864,-0.155505
0.059856,-0.565256,-0.012113
-0.040662,-0.511159,0.165419
-0.095498,-0.465258,0.239768
-0.123836,-0.411246,0.193696
-0.137199,-0.395513,0.335350
-0.135724,-0.358283,0.377898
-0.150045,-0.282896,0.449031
-0.138971,-0.180895,0.527887
-0.124662,-0.067659,0.588844
-0.091646,0.014012,0.616283
-0.045916,0.116984,0.639527
0.165476,0.283242,0.607238
0.245381,0.272679,0.579811
0.311945,0.217585,0.556230
0.392271,0.126769,0.516277
0.460835,0.016224,0.454015
0.469888,-0.069280,0.414225
0.262821,-0.143866,0.364005
0.500078,-0.232091,0.281662
0.473326,-0.320069,0.212341
0.437712,-0.383898,0.158381
0.437712,-0.383898,0.158381
0.225656,-0.525164,0.067568
0.181490,-0.536271,0.032511
0.172482,-0.532927,0.071475
0.200085,-0.523581,0.076533
0.337106,-0.475113,0.087358
0.449144,-0.394390,0.101395
0.522079,-0.315393,0.094043
0.592189,-0.183484,0.110593
0.625243,0.028310,0.168809
0.625869,0.012285,0.167616
0.561671,0.288110,0.191296
0.524520,0.357137,0.206914
0.459328,0.428392,0.256885
0.361582,0.507427,0.337780
0.300983,0.524033,0.396892
0.126123,0.530935,0.425966
0.265299,0.528284,0.435641
0.220865,0.539149,0.464538
0.214386,0.527237,0.490474
0.214386,0.527237,0.490474
0.229488,0.476115,0.531417
