-0.356098,0.126829,0.054878
-0.353659,0.126829,0.052439
-0.352439,0.126829,0.056098
-0.354878,0.130488,0.053659
-0.356098,0.126829,0.053659
-0.353659,0.125610,0.053659
-0.353659,0.128049,0.057317
-0.354878,0.125610,0.053659
-0.356098,0.129268,0.053659
-0.356098,0.126829,0.054878
-0.356098,0.128049,0.052439
-0.353659,0.129268,0.053659
-0.356098,0.125610,0.052439
-0.351220,0.130488,0.053659
-0.348780,0.104878,0.092683
-0.330488,0.093902,0.140244
-0.309756,0.067073,0.189024
-0.279268,0.064634,0.134307
-0.279268,0.063415,0.220732
-0.314634,0.085366,0.173171
-0.343902,0.136585,0.085366
-0.352439,0.168293,0.020732
-0.353659,0.184146,-0.040244
-0.348780,0.200000,-0.096341
-0.351220,0.117518,-0.147561
-0.336585,0.203659,-0.212195
-0.325610,0.212195,-0.231707
-0.330488,0.206098,-0.223171
-0.312195,0.215854,-0.252439
-0.270732,0.224390,-0.308537
-0.207317,0.241463,-0.365854
-0.100730,0.245122,-0.381707
-0.168293,0.245122,-0.381707
-0.168293,0.245122,-0.381707
-0.008537,0.235366,-0.460976
0.006098,0.228049,-0.480488
0.040244,0.204878,-0.498780
0.075610,0.159756,-0.318978
0.117073,0.126829,-0.553659
0.137805,0.090244,-0.573171
0.146341,0.037805,-0.590244
0.131707,0.007317,-0.609756
0.124390,-0.021951,-0.618293
0.124390,-0.056098,-0.628049
0.115854,-0.045985,-0.634146
0.104878,-0.095122,-0.637805
0.095122,-0.096341,-0.641463
0.085366,-0.107317,-0.645122
0.075610,-0.108537,-0.647561
0.069512,-0.097561,-0.647561
0.067073,-0.067073,-0.642683
0.037226,-0.032927,-0.639024
0.057317,0.023171,-0.621951
0.032927,0.060976,-0.609756
-0.006098,0.091463,-0.592683
-0.050000,0.110976,-0.578049
-0.101220,0.123171,-0.559756
-0.154878,0.119512,-0.326277
-0.191463,0.110976,-0.539024
-0.224390,0.097561,-0.529268
-0.260976,0.092683,-0.510976
-0.308537,0.081707,-0.471951
-0.346341,0.064634,-0.442683
-0.390244,0.031707,-0.404878
-0.390244,0.018978,-0.404878
-0.390244,0.031707,-0.404878
-0.471951,-0.026829,-0.171951
-0.468293,-0.028049,-0.115854
-0.458537,-0.030488,-0.056098
-0.443902,-0.040244,0.010976
-0.414634,-0.046341,0.074390
-0.234307,-0.048780,0.123171
-0.370732,-0.051220,0.156098
-0.347561,-0.058537,0.182927
-0.317073,-0.067073,0.221951
-0.275610,-0.086585,0.259756
-0.251220,-0.104878,0.278049
-0.229268,-0.136585,0.175182
-0.217073,-0.180488,0.293902
-0.186585,-0.226829,0.298781
-0.156098,-0.262195,0.303659
-0.107317,-0.293902,0.304878
-0.069512,-0.312195,0.308537
-0.031707,-0.339024,0.300000
0.015854,-0.218978,0.285366
0.060976,-0.397561,0.262195
